salary_delay_days,savings_balance_drop_pct,utility_payment_delay_days,upi_lending_txn_count,discretionary_spend_drop_pct,atm_withdrawals_count,failed_autodebit,default_risk
4,0.09,1,3,0.19,1,0,0
0,0.32,3,1,0.1,3,0,0
2,0.5,3,2,0.37,1,0,0
1,0.31,1,2,0.41,4,0,0
0,0.02,6,1,0.34,2,1,0
1,0.01,2,4,0.13,3,0,0
2,0.16,1,3,0.17,3,0,0
5,0.1,6,5,0.43,3,1,0
1,0.41,3,1,0.58,1,0,0
3,0.42,1,2,0.57,3,0,0
1,0.13,2,1,0.31,4,1,0
5,0.16,2,1,0.53,1,0,0
2,0.12,4,1,0.02,3,0,0
0,0.45,3,1,0.52,1,0,0
1,0.25,3,3,0.29,1,0,0
2,0.33,5,2,0.47,2,1,0
0,0.21,1,0,0.0,1,0,0
1,0.32,3,2,0.52,3,0,0
3,0.19,5,3,0.36,3,1,0
0,0.17,3,0,0.14,3,0,0
0,0.32,3,0,0.21,2,0,0
2,0.3,2,0,0.12,3,0,0
2,0.15,4,1,0.25,3,0,0
2,0.07,4,1,0.2,2,0,0
4,0.18,4,2,0.32,3,0,0
3,0.21,0,1,0.49,1,0,0
1,0.31,4,3,0.59,5,0,0
3,0.46,2,2,0.15,3,0,0
1,0.02,2,1,0.06,1,0,0
3,0.12,5,2,0.24,2,0,0
3,0.1,3,1,0.09,9,0,0
2,0.25,2,1,0.5,3,0,0
3,0.21,5,0,0.3,2,0,0
2,0.36,2,2,0.37,2,0,0
3,0.12,1,1,0.09,3,0,0
1,0.3,3,1,0.45,1,0,0
3,0.44,3,2,0.58,4,1,1
2,0.46,1,0,0.29,3,0,0
4,0.48,3,2,0.58,2,0,0
3,0.39,1,0,0.02,0,0,0
1,0.45,4,2,0.02,1,0,0
1,0.12,3,2,0.58,1,1,0
2,0.1,4,1,0.42,2,0,0
4,0.0,3,0,0.11,2,0,0
2,0.35,6,2,0.22,1,0,0
3,0.47,1,1,0.3,2,0,0
1,0.09,3,3,0.42,4,0,0
2,0.32,5,2,0.51,3,0,0
4,0.37,2,0,0.05,1,0,0
4,0.46,3,2,0.39,1,0,0
1,0.32,2,1,0.29,2,0,0
3,0.49,5,2,0.36,2,0,0
0,0.17,0,1,0.31,5,0,0
2,0.17,1,1,0.27,4,0,0
5,0.27,3,0,0.12,0,1,0
1,0.19,3,1,0.28,2,0,0
2,0.0,4,1,0.11,0,1,0
2,0.37,4,1,0.03,4,0,0
0,0.38,4,1,0.22,1,0,0
3,0.37,5,3,0.01,2,0,0
1,0.17,3,0,0.34,1,0,0
4,0.26,4,1,0.04,3,0,0
5,0.18,0,2,0.26,2,1,0
3,0.01,4,2,0.59,5,1,0
2,0.28,4,4,0.01,0,0,0
0,0.06,1,2,0.22,1,0,0
3,0.04,5,2,0.4,4,0,0
1,0.38,2,2,0.1,3,0,0
1,0.0,2,1,0.34,0,0,0
1,0.48,3,1,0.15,1,0,0
1,0.26,4,0,0.13,3,0,0
2,0.49,4,0,0.54,3,0,0
2,0.03,2,1,0.12,4,0,0
1,0.29,1,0,0.23,1,0,0
0,0.17,5,2,0.1,1,0,0
5,0.42,4,1,0.17,0,0,0
0,0.18,5,1,0.18,4,0,0
0,0.13,3,0,0.2,0,0,0
1,0.43,3,2,0.38,1,0,0
1,0.19,2,0,0.45,2,0,0
3,0.01,3,0,0.31,2,0,0
1,0.2,1,0,0.37,1,0,0
0,0.33,2,2,0.49,1,0,0
1,0.13,4,1,0.6,0,0,0
4,0.22,2,1,0.27,1,1,0
2,0.03,5,1,0.56,2,0,0
0,0.29,4,1,0.29,0,0,0
3,0.38,2,1,0.47,3,0,0
1,0.21,4,0,0.34,1,0,0
1,0.21,1,2,0.53,3,0,0
0,0.04,4,2,0.27,3,0,0
3,0.1,2,3,0.42,4,0,0
1,0.08,7,3,0.28,1,0,0
0,0.24,3,2,0.51,0,0,0
2,0.26,2,3,0.6,0,0,0
3,0.47,6,1,0.15,2,0,0
1,0.04,1,0,0.28,2,0,0
5,0.3,2,1,0.05,0,1,0
3,0.26,4,1,0.08,1,0,0
3,0.26,7,2,0.56,2,0,0
4,0.44,5,1,0.33,3,0,0
1,0.1,2,0,0.24,3,1,0
2,0.02,4,2,0.4,1,1,0
2,0.34,5,1,0.34,2,0,0
2,0.17,2,0,0.17,1,0,0
2,0.01,2,1,0.14,0,1,0
3,0.13,1,0,0.35,4,0,0
3,0.15,1,3,0.11,3,0,0
2,0.31,3,0,0.08,2,0,0
3,0.09,4,0,0.19,2,0,0
1,0.21,2,2,0.52,1,1,0
3,0.24,1,0,0.02,2,0,0
5,0.23,1,0,0.5,2,0,0
0,0.49,5,5,0.37,2,0,0
1,0.02,1,1,0.02,3,0,0
2,0.48,2,4,0.36,1,0,0
0,0.29,2,1,0.26,3,1,0
2,0.4,1,0,0.5,4,0,0
0,0.22,4,3,0.54,0,0,0
2,0.23,2,1,0.17,5,0,0
1,0.44,2,1,0.47,3,0,0
3,0.45,2,3,0.19,1,0,0
2,0.12,4,1,0.18,3,0,0
5,0.1,8,1,0.12,3,0,0
3,0.25,2,0,0.41,1,0,0
1,0.45,3,0,0.16,0,0,0
1,0.16,3,3,0.28,3,1,0
3,0.33,0,1,0.49,0,0,0
0,0.35,3,2,0.48,1,0,0
0,0.39,3,0,0.51,2,0,0
1,0.28,7,1,0.1,4,0,0
1,0.2,3,0,0.35,1,0,0
2,0.48,2,1,0.55,2,0,0
4,0.31,0,2,0.03,5,1,0
2,0.36,5,2,0.48,3,0,0
6,0.17,2,2,0.15,1,1,1
1,0.33,2,1,0.4,2,0,0
2,0.13,3,2,0.43,0,0,0
1,0.12,2,0,0.56,2,0,0
3,0.36,1,0,0.31,0,0,0
3,0.26,5,0,0.51,2,0,0
2,0.34,2,0,0.03,3,0,0
4,0.13,2,1,0.25,1,0,0
2,0.3,4,0,0.26,5,0,0
3,0.22,1,3,0.32,1,0,0
2,0.3,1,5,0.29,1,0,0
2,0.15,3,0,0.58,0,0,0
1,0.36,1,1,0.05,1,0,0
3,0.4,2,4,0.16,5,0,0
3,0.13,5,0,0.58,3,0,0
2,0.15,3,1,0.27,0,0,0
0,0.33,2,2,0.34,1,0,0
1,0.35,1,0,0.05,2,0,0
1,0.35,4,0,0.17,3,0,0
5,0.34,5,1,0.02,3,1,0
1,0.2,3,0,0.08,3,0,0
3,0.2,6,2,0.38,4,0,0
2,0.13,5,2,0.46,5,0,0
3,0.08,4,1,0.52,2,0,0
4,0.35,4,3,0.15,1,0,0
3,0.05,2,2,0.2,0,1,0
3,0.47,3,3,0.34,1,0,0
2,0.41,6,2,0.05,2,0,0
3,0.43,3,1,0.48,2,1,1
2,0.45,1,0,0.29,0,0,0
2,0.2,5,0,0.58,0,0,0
5,0.42,3,1,0.07,1,0,0
4,0.08,1,1,0.08,3,0,0
1,0.01,2,1,0.21,1,0,0
2,0.39,2,0,0.12,3,0,0
3,0.04,1,0,0.42,1,0,0
2,0.49,4,1,0.57,3,0,0
2,0.34,3,1,0.05,2,0,0
0,0.38,5,0,0.15,2,0,0
3,0.12,2,1,0.14,3,0,0
2,0.34,2,4,0.31,2,0,0
3,0.02,1,2,0.27,1,0,0
2,0.42,5,1,0.44,3,1,1
3,0.08,4,0,0.44,0,0,0
2,0.35,3,2,0.34,0,0,0
2,0.11,5,1,0.35,5,0,0
2,0.03,2,0,0.51,2,0,0
3,0.24,4,1,0.24,1,0,0
2,0.08,1,1,0.01,2,1,0
1,0.36,0,3,0.13,5,0,0
1,0.12,3,0,0.02,1,0,0
3,0.17,3,3,0.24,0,0,0
0,0.28,6,1,0.21,6,0,0
0,0.14,2,2,0.06,3,0,0
3,0.19,4,2,0.45,0,1,0
2,0.41,2,0,0.33,2,0,0
2,0.09,1,1,0.14,4,0,0
0,0.04,5,2,0.46,1,0,0
2,0.16,4,1,0.4,1,0,0
1,0.21,1,0,0.11,2,0,0
2,0.27,2,1,0.59,1,0,0
3,0.19,5,2,0.11,2,0,0
1,0.39,1,1,0.46,2,0,0
5,0.02,3,1,0.58,1,1,0
1,0.22,5,0,0.44,1,0,0
2,0.19,2,1,0.4,1,0,0
2,0.32,2,2,0.54,1,0,0
1,0.48,3,0,0.16,1,0,0
3,0.26,2,0,0.17,2,0,0
1,0.49,3,0,0.38,3,0,0
1,0.15,2,2,0.53,3,0,0
1,0.02,4,1,0.37,1,0,0
1,0.08,3,1,0.59,1,0,0
4,0.2,4,3,0.13,1,1,0
0,0.16,5,3,0.5,1,0,0
1,0.05,3,2,0.56,1,1,0
1,0.22,1,1,0.26,5,0,0
1,0.17,1,2,0.58,1,1,0
1,0.06,2,0,0.12,3,1,0
1,0.15,3,1,0.57,0,0,0
0,0.44,5,0,0.54,3,0,0
3,0.15,2,2,0.04,3,0,0
0,0.36,1,1,0.31,3,0,0
3,0.31,7,2,0.32,2,1,0
1,0.21,5,1,0.03,3,0,0
6,0.12,2,3,0.02,2,0,0
1,0.18,2,1,0.0,4,0,0
2,0.3,2,1,0.31,1,0,0
1,0.18,2,4,0.28,1,0,0
1,0.11,1,0,0.56,1,0,0
4,0.06,3,2,0.21,1,1,0
1,0.44,2,0,0.39,4,0,0
2,0.22,6,0,0.0,2,0,0
3,0.31,6,2,0.4,2,0,0
0,0.25,2,1,0.55,1,0,0
1,0.44,5,0,0.21,0,0,0
1,0.27,1,2,0.19,3,0,0
1,0.24,3,1,0.38,4,0,0
3,0.46,5,4,0.2,3,0,0
1,0.36,2,2,0.24,2,1,1
2,0.06,2,1,0.16,4,0,0
3,0.09,0,5,0.21,2,0,0
1,0.39,3,2,0.41,1,0,0
2,0.42,5,3,0.55,2,0,0
3,0.27,2,2,0.35,2,0,0
1,0.28,4,1,0.01,1,1,0
2,0.32,1,2,0.16,1,0,0
3,0.22,4,1,0.57,4,0,0
2,0.34,3,3,0.55,0,0,0
0,0.05,5,1,0.07,3,0,0
3,0.48,5,2,0.55,5,0,0
2,0.38,0,1,0.58,3,0,0
2,0.32,1,1,0.19,2,0,0
0,0.16,3,2,0.42,3,0,0
1,0.08,3,2,0.34,3,0,0
0,0.2,6,0,0.2,2,0,0
1,0.33,0,2,0.09,5,0,0
1,0.32,4,3,0.22,2,0,0
2,0.19,5,1,0.56,2,0,0
3,0.31,1,3,0.49,2,0,0
3,0.41,5,0,0.2,1,0,0
2,0.01,4,1,0.33,4,0,0
2,0.23,2,0,0.24,0,0,0
4,0.38,7,0,0.28,5,0,0
1,0.27,2,0,0.46,2,1,0
3,0.33,2,2,0.33,3,0,0
3,0.26,2,2,0.11,1,0,0
4,0.5,2,3,0.16,2,0,0
2,0.03,5,1,0.34,3,0,0
4,0.25,3,3,0.42,3,0,0
3,0.05,0,1,0.3,2,1,0
2,0.08,0,1,0.37,3,1,0
3,0.19,1,2,0.47,2,0,0
2,0.08,5,1,0.33,0,0,0
2,0.48,5,1,0.59,1,0,0
4,0.47,1,2,0.14,1,0,0
4,0.17,5,0,0.55,5,0,0
1,0.32,3,1,0.15,3,0,0
1,0.27,5,0,0.32,1,0,0
0,0.41,5,1,0.27,3,1,1
3,0.31,2,3,0.22,2,0,0
1,0.0,4,1,0.58,3,0,0
6,0.38,1,1,0.16,0,0,1
1,0.37,2,0,0.4,2,0,0
1,0.25,4,3,0.48,2,0,0
3,0.45,5,0,0.12,1,0,0
3,0.45,1,0,0.58,3,0,0
0,0.26,1,4,0.33,1,0,0
2,0.3,1,2,0.55,1,0,0
1,0.5,1,1,0.4,3,0,0
3,0.15,1,1,0.39,1,0,0
1,0.16,2,2,0.21,1,0,0
3,0.09,2,2,0.46,2,0,0
5,0.45,5,4,0.02,0,1,1
0,0.37,2,2,0.33,4,1,1
1,0.05,5,0,0.02,4,0,0
2,0.49,4,1,0.18,1,0,0
1,0.37,6,1,0.06,0,0,0
5,0.43,6,4,0.55,1,0,0
1,0.02,6,3,0.38,3,0,0
3,0.25,1,1,0.4,1,0,0
2,0.35,2,3,0.51,1,0,0
2,0.27,5,0,0.44,7,0,0
0,0.33,5,1,0.07,6,0,0
2,0.41,2,2,0.37,2,0,0
2,0.19,5,3,0.59,3,0,0
4,0.42,4,5,0.13,2,0,0
0,0.08,3,2,0.37,2,0,0
3,0.14,2,1,0.34,3,1,0
3,0.02,2,1,0.23,1,0,0
3,0.18,2,2,0.57,2,0,0
2,0.19,2,2,0.21,3,0,0
0,0.4,3,0,0.06,2,0,0
2,0.33,6,1,0.58,3,0,0
2,0.22,1,4,0.44,3,0,0
1,0.33,4,1,0.21,2,0,0
0,0.03,1,3,0.17,4,1,0
0,0.09,2,2,0.56,7,0,0
1,0.31,4,1,0.16,2,0,0
0,0.32,2,2,0.32,2,0,0
2,0.39,2,1,0.13,2,1,1
1,0.2,6,0,0.6,3,1,0
3,0.36,4,2,0.46,2,0,0
1,0.34,1,2,0.34,8,0,0
1,0.48,1,3,0.45,3,1,1
6,0.11,3,0,0.55,1,0,0
3,0.28,3,2,0.58,4,1,0
1,0.3,3,1,0.47,1,1,0
1,0.5,4,0,0.51,3,0,0
4,0.1,0,0,0.24,0,0,0
3,0.26,3,2,0.24,1,0,0
0,0.17,3,1,0.48,1,1,0
0,0.26,2,1,0.46,2,0,0
3,0.12,5,3,0.54,4,0,0
3,0.02,2,2,0.08,1,0,0
4,0.29,4,2,0.41,1,1,0
2,0.17,3,2,0.39,3,0,0
1,0.09,1,0,0.48,3,0,0
4,0.16,1,1,0.01,5,0,0
2,0.02,3,3,0.5,3,0,0
1,0.48,1,2,0.2,1,0,0
2,0.29,3,2,0.41,2,1,0
2,0.41,7,0,0.37,3,1,1
2,0.21,2,3,0.26,0,0,0
1,0.45,4,2,0.45,3,0,0
0,0.24,2,3,0.58,3,0,0
3,0.29,2,0,0.19,0,0,0
4,0.25,2,4,0.45,2,0,0
6,0.37,1,0,0.19,0,0,1
4,0.28,2,1,0.51,3,0,0
2,0.14,4,0,0.26,3,0,0
1,0.07,2,4,0.27,3,0,0
4,0.3,2,1,0.46,4,1,0
2,0.24,0,0,0.3,3,0,0
3,0.05,1,1,0.16,1,0,0
2,0.2,3,1,0.6,1,0,0
3,0.26,4,5,0.37,2,0,0
0,0.41,3,2,0.39,3,0,0
2,0.04,4,2,0.39,3,0,0
2,0.17,3,3,0.53,2,0,0
2,0.41,7,1,0.11,0,0,0
3,0.32,1,3,0.04,0,1,0
2,0.14,3,1,0.23,2,0,0
2,0.42,0,1,0.34,0,1,1
3,0.25,3,1,0.17,6,1,0
5,0.25,4,1,0.41,1,0,0
3,0.49,2,2,0.04,3,0,0
0,0.47,1,3,0.47,3,0,0
2,0.18,3,1,0.43,0,0,0
3,0.07,5,3,0.13,2,0,0
2,0.16,6,1,0.18,4,0,0
3,0.02,4,2,0.48,3,0,0
2,0.01,0,0,0.46,5,0,0
0,0.2,4,0,0.49,3,0,0
2,0.47,2,1,0.19,2,0,0
1,0.44,2,2,0.58,1,0,0
2,0.26,2,2,0.43,1,0,0
2,0.28,3,2,0.04,3,1,0
4,0.0,3,0,0.29,1,1,0
0,0.11,4,0,0.4,2,0,0
2,0.01,1,0,0.1,0,0,0
0,0.38,1,1,0.54,2,0,0
0,0.07,2,4,0.45,1,1,0
1,0.43,3,2,0.05,1,1,1
2,0.32,3,1,0.55,0,0,0
0,0.11,5,1,0.24,3,0,0
1,0.08,3,2,0.27,2,0,0
4,0.31,0,1,0.47,7,0,0
3,0.45,5,0,0.39,1,0,0
4,0.36,1,1,0.26,2,0,0
2,0.17,2,1,0.16,3,0,0
2,0.29,5,0,0.31,1,0,0
2,0.16,4,2,0.35,0,0,0
1,0.5,1,2,0.38,4,0,0
1,0.37,4,0,0.36,5,1,1
1,0.31,10,1,0.37,4,0,0
1,0.21,3,0,0.29,2,1,0
3,0.31,3,3,0.34,4,0,0
2,0.17,7,2,0.17,0,0,0
2,0.01,4,3,0.1,2,0,0
2,0.2,2,0,0.36,1,0,0
0,0.47,5,3,0.03,2,0,0
1,0.31,3,1,0.04,2,0,0
4,0.04,2,1,0.15,0,0,0
2,0.44,5,1,0.12,1,0,0
4,0.13,3,1,0.22,3,0,0
4,0.12,5,0,0.22,2,0,0
2,0.15,4,0,0.07,2,0,0
1,0.29,2,1,0.15,3,1,0
3,0.27,3,2,0.0,3,0,0
3,0.25,2,1,0.21,3,0,0
1,0.36,4,0,0.48,1,0,0
1,0.16,3,1,0.16,5,0,0
4,0.39,2,1,0.39,3,0,0
1,0.09,3,1,0.06,2,0,0
4,0.39,2,0,0.01,0,0,0
0,0.33,3,1,0.3,1,0,0
3,0.34,2,2,0.28,3,0,0
3,0.24,3,2,0.11,1,1,0
3,0.33,4,1,0.17,1,0,0
2,0.04,2,3,0.02,2,1,0
1,0.43,0,1,0.48,2,0,0
0,0.03,0,1,0.18,0,0,0
2,0.07,1,0,0.13,2,0,0
2,0.29,2,3,0.48,3,0,0
2,0.37,1,4,0.02,3,1,1
3,0.04,1,2,0.17,2,0,0
3,0.46,4,0,0.16,2,0,0
1,0.49,0,0,0.16,0,0,0
2,0.3,3,1,0.01,2,0,0
1,0.24,3,0,0.56,1,0,0
2,0.37,1,1,0.52,3,0,0
0,0.16,2,0,0.25,5,0,0
1,0.25,2,0,0.27,0,0,0
1,0.46,0,1,0.31,2,1,1
2,0.48,3,3,0.29,0,1,1
1,0.46,3,2,0.47,1,0,0
1,0.13,3,1,0.29,1,1,0
2,0.12,3,1,0.11,3,1,0
4,0.15,1,2,0.07,0,0,0
0,0.22,3,1,0.55,4,0,0
1,0.16,4,2,0.03,3,0,0
4,0.19,2,3,0.54,2,0,0
2,0.31,2,2,0.41,2,0,0
1,0.38,7,1,0.24,3,0,0
1,0.37,1,1,0.11,4,0,0
3,0.41,10,4,0.19,3,0,0
1,0.02,1,3,0.32,0,0,0
3,0.02,0,2,0.39,2,0,0
3,0.39,3,1,0.41,2,0,0
2,0.27,3,1,0.27,3,0,0
2,0.29,3,1,0.22,5,1,0
4,0.03,3,1,0.46,3,1,0
1,0.13,4,0,0.56,1,0,0
1,0.32,1,3,0.55,0,0,0
2,0.43,3,1,0.33,0,0,0
1,0.46,5,0,0.05,2,0,0
3,0.25,2,0,0.04,2,0,0
3,0.27,3,0,0.24,0,0,0
4,0.42,2,1,0.44,2,0,0
1,0.27,1,2,0.3,1,0,0
1,0.26,2,5,0.38,2,0,0
1,0.45,5,1,0.51,1,1,1
1,0.39,3,1,0.02,0,0,0
2,0.45,1,2,0.55,2,0,0
0,0.11,1,0,0.2,1,0,0
1,0.26,5,1,0.03,1,1,0
2,0.42,2,0,0.5,2,0,0
4,0.06,3,2,0.56,4,0,0
0,0.4,5,2,0.46,1,1,1
0,0.09,0,1,0.48,3,0,0
1,0.4,5,2,0.52,1,0,0
1,0.31,3,2,0.31,0,0,0
4,0.1,1,0,0.41,1,0,0
2,0.24,2,1,0.17,0,0,0
2,0.34,3,3,0.15,1,0,0
2,0.32,4,1,0.37,2,0,0
5,0.21,4,1,0.44,3,0,0
3,0.45,3,2,0.24,1,0,0
4,0.26,2,2,0.24,3,0,0
3,0.25,1,0,0.57,1,0,0
0,0.03,6,1,0.31,4,1,0
3,0.46,5,3,0.59,6,0,0
2,0.09,0,2,0.52,3,1,0
3,0.26,1,0,0.38,3,1,0
3,0.4,3,3,0.01,1,0,0
1,0.11,5,1,0.18,3,0,0
1,0.26,1,1,0.25,2,0,0
4,0.12,3,2,0.39,3,0,0
0,0.38,5,1,0.24,2,0,0
2,0.28,1,2,0.5,0,0,0
3,0.43,3,0,0.4,2,0,0
1,0.45,2,1,0.21,1,0,0
0,0.32,5,4,0.47,6,0,0
3,0.36,4,1,0.18,4,0,0
2,0.27,1,0,0.04,2,0,0
1,0.19,6,2,0.1,3,0,0
2,0.32,2,1,0.0,2,0,0
1,0.45,2,1,0.5,2,0,0
0,0.21,4,2,0.38,1,0,0
2,0.16,1,0,0.34,3,0,0
0,0.19,3,0,0.4,1,0,0
3,0.22,3,4,0.39,3,0,0
2,0.04,3,0,0.34,0,1,0
4,0.25,3,2,0.51,6,0,0
1,0.25,4,4,0.26,4,0,0
0,0.29,4,0,0.48,2,0,0
0,0.18,3,0,0.47,0,1,0
4,0.31,3,0,0.12,2,0,0
0,0.44,4,0,0.27,1,0,0
5,0.48,3,1,0.5,0,0,0
0,0.29,2,3,0.5,2,0,0
3,0.02,3,1,0.01,0,0,0
2,0.48,3,1,0.13,1,0,0
1,0.35,2,0,0.25,2,1,0
1,0.17,3,1,0.03,4,0,0
1,0.07,3,4,0.16,0,0,0
2,0.07,4,1,0.15,2,0,0
3,0.08,7,4,0.13,0,0,0
2,0.02,3,0,0.24,2,1,0
3,0.45,4,2,0.49,1,0,0
3,0.27,3,2,0.15,0,0,0
1,0.35,4,1,0.35,4,0,0
2,0.41,4,3,0.33,2,0,0
2,0.4,2,0,0.49,2,1,1
2,0.44,3,2,0.24,1,0,0
4,0.48,3,0,0.13,5,0,0
1,0.22,1,1,0.53,2,1,0
0,0.48,1,2,0.5,1,0,0
1,0.36,2,1,0.37,2,0,0
2,0.04,2,1,0.06,2,0,0
0,0.34,4,3,0.01,4,1,0
1,0.34,2,2,0.11,0,0,0
0,0.45,2,1,0.12,0,0,0
2,0.19,3,3,0.08,3,0,0
2,0.29,2,2,0.16,0,0,0
3,0.01,1,1,0.2,1,0,0
0,0.17,3,0,0.45,0,0,0
5,0.03,2,2,0.43,2,0,0
5,0.26,2,3,0.06,3,0,0
1,0.41,2,6,0.59,1,0,0
4,0.1,5,3,0.45,1,0,0
2,0.26,2,2,0.1,3,0,0
3,0.1,2,2,0.07,2,0,0
2,0.06,3,1,0.05,2,0,0
3,0.26,3,0,0.44,1,0,0
2,0.04,4,3,0.14,1,0,0
2,0.29,3,2,0.04,4,0,0
2,0.02,4,2,0.25,1,0,0
2,0.05,3,1,0.43,0,1,0
0,0.27,1,1,0.18,5,0,0
4,0.3,3,2,0.29,1,0,0
4,0.01,3,1,0.12,3,0,0
1,0.29,1,1,0.26,0,0,0
3,0.42,3,2,0.22,3,0,0
0,0.36,2,0,0.26,2,0,0
2,0.07,0,2,0.28,1,0,0
0,0.3,0,2,0.06,3,0,0
3,0.34,2,1,0.06,4,0,0
2,0.02,4,0,0.16,0,0,0
1,0.43,2,2,0.07,0,0,0
0,0.45,4,1,0.15,0,0,0
0,0.43,1,1,0.01,2,0,0
4,0.41,3,1,0.21,5,0,0
2,0.37,3,1,0.13,0,0,0
2,0.32,0,2,0.54,3,0,0
3,0.34,1,1,0.51,2,0,0
5,0.4,4,1,0.18,3,1,1
3,0.33,3,0,0.29,2,0,0
0,0.16,1,1,0.57,0,1,0
0,0.19,1,1,0.31,4,0,0
2,0.45,4,2,0.51,1,0,0
2,0.01,3,1,0.5,3,0,0
2,0.35,6,1,0.56,1,1,0
3,0.48,5,1,0.18,2,0,0
0,0.35,3,1,0.03,1,0,0
0,0.5,3,0,0.06,0,0,0
3,0.34,2,4,0.34,1,1,0
2,0.02,2,1,0.32,2,0,0
3,0.41,1,4,0.18,3,1,1
1,0.14,0,1,0.15,3,1,0
3,0.22,6,2,0.43,0,0,0
3,0.16,1,3,0.2,4,0,0
1,0.13,4,3,0.36,1,0,0
3,0.22,4,3,0.43,1,0,0
4,0.19,1,0,0.26,1,0,0
2,0.32,5,2,0.12,0,0,0
1,0.41,2,0,0.52,2,0,0
4,0.15,4,0,0.06,4,0,0
1,0.11,1,1,0.5,1,0,0
1,0.33,3,2,0.5,3,0,0
3,0.34,8,1,0.34,3,0,0
1,0.45,4,4,0.38,2,0,0
4,0.01,0,1,0.21,2,0,0
3,0.43,4,2,0.5,3,0,0
0,0.26,6,0,0.16,1,0,0
2,0.31,2,0,0.34,4,1,0
3,0.05,4,1,0.0,1,0,0
2,0.22,1,2,0.56,3,0,0
1,0.11,1,0,0.57,1,0,0
4,0.13,2,0,0.43,2,1,0
1,0.25,2,3,0.25,3,0,0
1,0.41,4,1,0.11,1,0,0
0,0.37,3,3,0.3,0,0,0
3,0.3,1,2,0.47,2,0,0
0,0.27,5,1,0.36,1,0,0
2,0.21,6,3,0.32,2,0,0
1,0.49,3,3,0.51,3,0,0
1,0.28,3,1,0.19,2,1,0
2,0.13,3,1,0.52,1,0,0
4,0.12,5,0,0.26,2,0,0
4,0.31,2,2,0.0,1,0,0
3,0.26,3,2,0.44,1,0,0
4,0.0,4,0,0.53,3,0,0
1,0.42,3,0,0.29,2,0,0
2,0.35,3,3,0.27,1,0,0
1,0.33,3,2,0.48,4,0,0
1,0.03,0,2,0.53,1,1,0
4,0.18,0,4,0.58,2,0,0
2,0.47,3,1,0.21,4,0,0
0,0.43,6,3,0.36,3,0,0
3,0.14,6,1,0.49,5,0,0
1,0.08,2,1,0.32,1,1,0
2,0.22,5,0,0.28,2,0,0
2,0.18,2,1,0.34,1,0,0
0,0.34,3,1,0.21,6,1,0
2,0.48,0,1,0.12,2,0,0
5,0.18,2,2,0.04,4,0,0
2,0.03,4,0,0.37,1,0,0
3,0.45,3,0,0.23,1,0,0
0,0.02,6,2,0.53,1,0,0
2,0.48,4,0,0.13,2,0,0
1,0.33,4,1,0.19,1,1,0
3,0.47,5,2,0.58,0,0,0
2,0.1,5,2,0.33,2,0,0
1,0.02,0,0,0.21,2,0,0
2,0.24,4,2,0.52,3,1,0
1,0.23,2,1,0.45,1,0,0
2,0.17,3,2,0.34,1,0,0
5,0.48,5,4,0.53,3,1,1
3,0.41,2,1,0.06,7,0,0
4,0.33,3,1,0.24,1,0,0
2,0.08,2,2,0.49,4,0,0
2,0.37,6,2,0.23,3,0,0
0,0.36,1,2,0.56,2,0,0
2,0.21,2,1,0.09,2,0,0
1,0.46,3,2,0.2,3,1,1
1,0.08,4,0,0.26,0,0,0
2,0.13,1,0,0.41,4,0,0
3,0.03,2,0,0.12,6,1,0
1,0.4,2,1,0.01,0,0,0
2,0.31,2,1,0.59,3,0,0
1,0.16,3,1,0.54,3,0,0
2,0.08,3,3,0.18,0,0,0
1,0.02,0,1,0.29,2,0,0
1,0.08,5,1,0.29,3,0,0
3,0.23,4,1,0.52,0,0,0
3,0.12,4,1,0.36,0,0,0
1,0.13,0,1,0.5,1,0,0
0,0.44,3,0,0.55,0,0,0
3,0.26,4,3,0.34,3,0,0
3,0.36,2,1,0.17,3,0,0
3,0.02,1,2,0.3,3,0,0
0,0.18,2,1,0.51,3,0,0
0,0.24,4,1,0.35,1,0,0
0,0.09,3,2,0.54,0,0,0
4,0.06,2,4,0.54,3,0,0
1,0.44,2,2,0.22,1,0,0
3,0.47,3,4,0.27,1,0,0
0,0.04,2,1,0.41,1,0,0
0,0.17,3,1,0.07,1,0,0
4,0.48,1,0,0.28,2,0,0
1,0.04,5,2,0.09,2,0,0
2,0.32,1,0,0.51,2,1,0
4,0.49,3,1,0.57,1,0,0
1,0.49,3,1,0.08,3,0,0
0,0.24,2,1,0.4,3,0,0
1,0.08,2,3,0.38,1,1,0
2,0.1,3,1,0.46,0,0,0
1,0.44,4,1,0.42,2,1,1
1,0.46,3,4,0.13,0,0,0
1,0.3,0,1,0.17,0,1,0
3,0.38,2,4,0.1,0,1,1
1,0.37,1,1,0.55,0,0,0
1,0.33,1,1,0.31,2,0,0
3,0.41,3,1,0.59,1,0,0
1,0.34,2,0,0.27,0,0,0
2,0.27,2,0,0.33,1,0,0
0,0.12,3,1,0.47,0,1,0
1,0.37,2,1,0.48,3,1,1
3,0.24,3,1,0.14,1,1,0
1,0.15,3,0,0.17,1,1,0
4,0.4,2,4,0.06,4,0,0
2,0.35,4,0,0.48,2,0,0
0,0.47,2,3,0.48,4,0,0
4,0.08,3,1,0.05,2,0,0
2,0.32,2,1,0.15,2,0,0
1,0.12,2,3,0.27,2,0,0
1,0.45,2,0,0.33,1,0,0
2,0.05,3,3,0.31,4,0,0
1,0.33,3,3,0.59,0,0,0
